(466, 1236)
(194, 1167)
(253, 1127)
(350, 1099)
(613, 1046)
(446, 1003)
(204, 999)
(498, 974)
(354, 963)
(426, 944)
(524, 938)
(322, 908)
(620, 885)
(458, 804)
(690, 731)
(692, 722)
(679, 721)
(488, 697)
(522, 686)
(269, 681)
(701, 674)
(274, 655)
(405, 652)
(282, 605)
(560, 571)
(550, 564)
(335, 531)
(729, 519)
(485, 510)
(651, 497)
(521, 435)
(767, 435)
(652, 428)
(503, 424)
(775, 415)
(784, 394)
(390, 376)
